Location,Date collected,Month.code,Time collected (h),Quadrat identifier,Length mm,Growth bands,Shell erosion (mm),Notes
Folly Beach County Park (side B),11/9/2016,November,,11h,112.1,13,,
Folly Beach County Park (side B),11/9/2016,November,,11h,127,17,,Difficult to age
Folly Beach County Park (side B),11/9/2016,November,,11h,119.1,14,,
Folly Beach County Park (side B),11/9/2016,November,,11h,120.2,12,,
Folly Beach County Park (side B),11/9/2016,November,,11h,100.5,5,,
Folly Beach County Park (side B),11/9/2016,November,,11h,109.4,10,,
Folly Beach County Park (side B),11/9/2016,November,,11h,25.1,0,,
Folly Beach County Park (side B),11/9/2016,November,,11h,96.3,7,,
Folly Beach County Park (side B),11/9/2016,November,,11h,104,6,,
Folly Beach County Park (side B),11/9/2016,November,,11h,96.9,4,,
Folly Beach County Park (side B),11/9/2016,November,,11i,86.2,,,
Folly Beach County Park (side B),11/9/2016,November,,11i,100.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11i,111.6,,,
Folly Beach County Park (side B),11/9/2016,November,,11i,92.8,,,
Folly Beach County Park (side B),11/9/2016,November,,11i,116.9,,,
Folly Beach County Park (side B),11/9/2016,November,,11i,114.9,14,,
Folly Beach County Park (side B),11/9/2016,November,,11i,101.5,7,,
Folly Beach County Park (side B),11/9/2016,November,,11i,103.3,5,,
Folly Beach County Park (side B),11/9/2016,November,,11i,96.3,8,,
Folly Beach County Park (side B),11/9/2016,November,,11i,97.6,11,,
Folly Beach County Park (side B),11/9/2016,November,,11i,102.2,6,,
Folly Beach County Park (side B),11/9/2016,November,,11i,106.7,10,,
Folly Beach County Park (side B),11/9/2016,November,,11i,93,3,,
Folly Beach County Park (side B),11/9/2016,November,,11i,99.5,11,,
Folly Beach County Park (side B),11/9/2016,November,,11i,94.4,3,,
Folly Beach County Park (side B),11/9/2016,November,,11j,99.3,,,
Folly Beach County Park (side B),11/9/2016,November,,11j,64.7,2,,
Folly Beach County Park (side B),11/9/2016,November,,11j,13.3,0,,
Folly Beach County Park (side B),11/9/2016,November,,11j,94.1,6,,
Folly Beach County Park (side B),11/9/2016,November,,11j,98.3,11,,
Folly Beach County Park (side B),11/9/2016,November,,11j,103.5,12,,
Folly Beach County Park (side B),11/9/2016,November,,11j,97,8,,
Folly Beach County Park (side B),11/9/2016,November,,11j,89.6,6,,
Folly Beach County Park (side B),11/9/2016,November,,11j,92.4,9,,
Folly Beach County Park (side B),11/9/2016,November,,11j,98.3,13,,
Folly Beach County Park (side B),11/9/2016,November,,11j,97.1,13,,
Folly Beach County Park (side B),12/9/2016,December,,12a,95.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,99,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,31.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,35.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,92.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,96,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,82,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,90,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,85.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,97.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,86.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,93.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,76.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,99.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,80.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,103.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,97.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12a,79.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,74.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,92.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,103.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,109.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,102.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,94.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,75.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,94.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,85.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,97.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,99.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,77.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,69.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,71.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,53.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,14.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,55.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12b,78.6,5,,
Folly Beach County Park (side B),12/9/2016,December,,12b,105.5,12,47.5,
Folly Beach County Park (side B),12/9/2016,December,,12b,108.2,11,,
Folly Beach County Park (side B),12/9/2016,December,,12b,95.4,12,,
Folly Beach County Park (side B),12/9/2016,December,,12b,85.7,7,,
Folly Beach County Park (side B),12/9/2016,December,,12b,88.5,6,,
Folly Beach County Park (side B),12/9/2016,December,,12b,76.2,4,,
Folly Beach County Park (side B),12/9/2016,December,,12b,65.8,2,,
Folly Beach County Park (side B),12/9/2016,December,,12b,41.3,1,,
Folly Beach County Park (side B),12/9/2016,December,,12b,48.7,2,,
Folly Beach County Park (side B),12/9/2016,December,,12c,84.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,95.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,95.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,71.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,81.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,101.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,33,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,119.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,67.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12c,10.3,0,,
Folly Beach County Park (side B),12/9/2016,December,,12c,35.8,1,,
Folly Beach County Park (side B),12/9/2016,December,,12c,94.5,4,,
Folly Beach County Park (side B),12/9/2016,December,,12c,89.7,4,17.5,
Folly Beach County Park (side B),12/9/2016,December,,12c,91,10,,
Folly Beach County Park (side B),12/9/2016,December,,12c,64.3,2,,
Folly Beach County Park (side B),12/9/2016,December,,12c,67,2,,
Folly Beach County Park (side B),12/9/2016,December,,12c,46.7,1,,
Folly Beach County Park (side B),12/9/2016,December,,12c,26.3,0,,
Folly Beach County Park (side B),12/9/2016,December,,12d,45.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,23.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,14.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,39.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,34.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,37.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,34.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,100.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,92,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,74.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,82.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,75.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,99.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,100.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,87.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,86.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12d,97.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,95.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,78.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,43.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,50.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,74.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,65.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,77,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,92.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,88.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,86.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12e,76.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,89.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,90.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,103.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,99.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,102.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,54.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,47.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,10.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,17.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,44.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,39,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,39.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12f,104.8,13,23.5,
Folly Beach County Park (side B),12/9/2016,December,,12f,97,5,25.5,
Folly Beach County Park (side B),12/9/2016,December,,12f,99.2,5,21.5,
Folly Beach County Park (side B),12/9/2016,December,,12f,82.6,5,,
Folly Beach County Park (side B),12/9/2016,December,,12f,63.8,2,,
Folly Beach County Park (side B),12/9/2016,December,,12f,73,3,,
Folly Beach County Park (side B),12/9/2016,December,,12f,74.6,2,,
Folly Beach County Park (side B),12/9/2016,December,,12f,53.8,2,,
Folly Beach County Park (side B),12/9/2016,December,,12f,35,0,,
Folly Beach County Park (side B),12/9/2016,December,,12f,14.2,0,,
Folly Beach County Park (side B),12/9/2016,December,,12g,91.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,90.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,83.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,81.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,89.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,113.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,82.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,92.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,82,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,84,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,85.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,94.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,77.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,77.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,103.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,102.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,83.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,73.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,93.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,90,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,67.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,31.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,44.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,48.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,12.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,89.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,80,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,85.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,63.9,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,102.1,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,81,,,
Folly Beach County Park (side B),12/9/2016,December,,12g,106.1,13,30,
Folly Beach County Park (side B),12/9/2016,December,,12g,100.8,10,,
Folly Beach County Park (side B),12/9/2016,December,,12g,95.6,8,23.5,
Folly Beach County Park (side B),12/9/2016,December,,12g,92.4,8,,
Folly Beach County Park (side B),12/9/2016,December,,12g,103,14,29.5,
Folly Beach County Park (side B),12/9/2016,December,,12g,86.2,8,,
Folly Beach County Park (side B),12/9/2016,December,,12g,96.9,8,,
Folly Beach County Park (side B),12/9/2016,December,,12g,88.2,6,,
Folly Beach County Park (side B),12/9/2016,December,,12g,58.5,2,,
Folly Beach County Park (side B),12/9/2016,December,,12g,26.6,0,,
Folly Beach County Park (side B),12/9/2016,December,,12h,11,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,58.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,19.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,21.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,65.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,89.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,90,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,65.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,81.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,87.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,102.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,94.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,91.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12h,106.9,12,21,
Folly Beach County Park (side B),12/9/2016,December,,12h,99.4,7,,
Folly Beach County Park (side B),12/9/2016,December,,12h,92.3,,,"8 bands, but not confident in it"
Folly Beach County Park (side B),12/9/2016,December,,12h,97.3,11,25.5,
Folly Beach County Park (side B),12/9/2016,December,,12h,78.7,4,,
Folly Beach County Park (side B),12/9/2016,December,,12h,83.2,3,,
Folly Beach County Park (side B),12/9/2016,December,,12h,75.9,3,,
Folly Beach County Park (side B),12/9/2016,December,,12h,77.7,3,,
Folly Beach County Park (side B),12/9/2016,December,,12h,15.8,0,,
Folly Beach County Park (side B),12/9/2016,December,,12h,10,0,,
Folly Beach County Park (side B),12/9/2016,December,,12i,93,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,80,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,102.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,99.8,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,99.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,99.6,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,15.4,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,48.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12i,16.7,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,102.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,80.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,110.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,105.3,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,105.5,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,104.2,,,
Folly Beach County Park (side B),12/9/2016,December,,12j,87.7,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,3,0,,Too small? Would slip through sieve
Folly Beach County Park (side B),1/18/2017,January,,1a,29.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,86.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,109.1,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,106.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,87.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,111.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,98,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,105.1,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,106.5,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,108,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,98.5,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,99.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1a,97.1,6,21,
Folly Beach County Park (side B),1/18/2017,January,,1a,105.1,12,34,
Folly Beach County Park (side B),1/18/2017,January,,1a,88.4,7,,
Folly Beach County Park (side B),1/18/2017,January,,1a,95.8,11,24.5,
Folly Beach County Park (side B),1/18/2017,January,,1a,104.8,,,Too difficult to age
Folly Beach County Park (side B),1/18/2017,January,,1a,103.6,13,37,
Folly Beach County Park (side B),1/18/2017,January,,1a,89.7,11,30,
Folly Beach County Park (side B),1/18/2017,January,,1a,82,4,,
Folly Beach County Park (side B),1/18/2017,January,,1a,78.4,3,,
Folly Beach County Park (side B),1/18/2017,January,,1b,27,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,49.6,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,21.1,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,33.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,25,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,73.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,90.5,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,83.6,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,74.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,86.5,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,63.4,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,62.6,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,100.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,96.4,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,99.1,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,100.7,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,108,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,60.5,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,54.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,74.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,96,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,104.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,78.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1b,15.9,0,,
Folly Beach County Park (side B),1/18/2017,January,,1b,14.3,0,,
Folly Beach County Park (side B),1/18/2017,January,,1b,82.8,6,,
Folly Beach County Park (side B),1/18/2017,January,,1b,81,3,,
Folly Beach County Park (side B),1/18/2017,January,,1b,114.5,14,41,
Folly Beach County Park (side B),1/18/2017,January,,1b,114.5,11,19,
Folly Beach County Park (side B),1/18/2017,January,,1b,111.4,10,,
Folly Beach County Park (side B),1/18/2017,January,,1b,106,12,,
Folly Beach County Park (side B),1/18/2017,January,,1b,88.1,6,,
Folly Beach County Park (side B),1/18/2017,January,,1b,92.5,6,,
Folly Beach County Park (side B),1/18/2017,January,,1c,88.2,2,,
Folly Beach County Park (side B),1/18/2017,January,,1c,101.9,8,,
Folly Beach County Park (side B),1/18/2017,January,,1c,74.5,2,,
Folly Beach County Park (side B),1/18/2017,January,,1c,75.8,3,,
Folly Beach County Park (side B),1/18/2017,January,,1c,106.3,10,,
Folly Beach County Park (side B),1/18/2017,January,,1c,103.4,12,30.5,
Folly Beach County Park (side B),1/18/2017,January,,1c,78.5,3,,
Folly Beach County Park (side B),1/18/2017,January,,1c,107.8,12,,
Folly Beach County Park (side B),1/18/2017,January,,1c,92.6,4,,
Folly Beach County Park (side B),1/18/2017,January,,1d,48,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,42.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,25.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,33.7,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,92.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,97.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,103.1,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,94.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,87,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,64.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,97.6,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,94.2,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,94.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,104.8,,,
Folly Beach County Park (side B),1/18/2017,January,,1d,12,0,,
Folly Beach County Park (side B),1/18/2017,January,,1d,17.5,0,,
Folly Beach County Park (side B),1/18/2017,January,,1d,25.1,0,,
Folly Beach County Park (side B),1/18/2017,January,,1d,40,0,,
Folly Beach County Park (side B),1/18/2017,January,,1d,40.3,0,,
Folly Beach County Park (side B),1/18/2017,January,,1d,60.3,2,,
Folly Beach County Park (side B),1/18/2017,January,,1d,85.7,2,,
Folly Beach County Park (side B),1/18/2017,January,,1d,46.4,1,,
Folly Beach County Park (side B),1/18/2017,January,,1d,96.2,11,,
Folly Beach County Park (side B),1/18/2017,January,,1d,106.8,12,,
Folly Beach County Park (side B),1/18/2017,January,,1e,32,,,
Folly Beach County Park (side B),1/18/2017,January,,1e,96.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1e,100.4,,,
Folly Beach County Park (side B),1/18/2017,January,,1e,102.9,,,
Folly Beach County Park (side B),1/18/2017,January,,1e,87.3,,,
Folly Beach County Park (side B),1/18/2017,January,,1e,83.9,4,18,
Folly Beach County Park (side B),1/18/2017,January,,1e,101.2,11,34,
Folly Beach County Park (side B),1/18/2017,January,,1e,110.4,13,37.5,
Folly Beach County Park (side B),1/18/2017,January,,1e,89.7,6,,
Folly Beach County Park (side B),1/18/2017,January,,1e,88.1,4,,
Folly Beach County Park (side B),1/18/2017,January,,1e,87,4,17,
Folly Beach County Park (side B),1/18/2017,January,,1e,90.9,10,34,
Folly Beach County Park (side B),1/18/2017,January,,1e,97.8,9,24.1,
Folly Beach County Park (side B),1/18/2017,January,,1e,86.5,6,,
Folly Beach County Park (side B),1/18/2017,January,,1e,91.4,8,27.5,
Folly Beach County Park (side B),2/21/2017,February,,2a,89.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2a,87.5,,,
Folly Beach County Park (side B),2/21/2017,February,,2a,102.9,,,
Folly Beach County Park (side B),2/21/2017,February,,2a,111.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2a,28.8,0,,
Folly Beach County Park (side B),2/21/2017,February,,2a,30,0,,
Folly Beach County Park (side B),2/21/2017,February,,2a,83.3,3,,
Folly Beach County Park (side B),2/21/2017,February,,2a,88,4,,
Folly Beach County Park (side B),2/21/2017,February,,2a,103.4,9,22.5,
Folly Beach County Park (side B),2/21/2017,February,,2a,98,7,,
Folly Beach County Park (side B),2/21/2017,February,,2a,89.1,6,23,
Folly Beach County Park (side B),2/21/2017,February,,2a,91.9,5,15,
Folly Beach County Park (side B),2/21/2017,February,,2a,105.5,12,28,
Folly Beach County Park (side B),2/21/2017,February,,2a,107.8,11,24.5,
Folly Beach County Park (side B),2/21/2017,February,,2b,41.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,82.9,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,53.6,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,18.4,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,89,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,88.2,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,84,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,66.9,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,111.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,97,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,85.1,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,75.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,104,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,77.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,65.2,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,102.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,97.8,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,104.2,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,97.4,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,92.5,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,99.9,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,93.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,88.6,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,98.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,86.8,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,113.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,96.4,,,
Folly Beach County Park (side B),2/21/2017,February,,2b,49.7,2,,
Folly Beach County Park (side B),2/21/2017,February,,2b,60,1,,
Folly Beach County Park (side B),2/21/2017,February,,2b,40.9,1,,
Folly Beach County Park (side B),2/21/2017,February,,2b,43,1,,
Folly Beach County Park (side B),2/21/2017,February,,2b,104.3,9,,
Folly Beach County Park (side B),2/21/2017,February,,2b,87.3,8,27,
Folly Beach County Park (side B),2/21/2017,February,,2b,102.5,9,,
Folly Beach County Park (side B),2/21/2017,February,,2b,92.5,5,,
Folly Beach County Park (side B),2/21/2017,February,,2b,99.4,11,,
Folly Beach County Park (side B),2/21/2017,February,,2b,105.7,8,,
Folly Beach County Park (side B),2/21/2017,February,,2c,34.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2c,57.9,1,,
Folly Beach County Park (side B),2/21/2017,February,,2c,33.5,0,,
Folly Beach County Park (side B),2/21/2017,February,,2c,14.9,0,,
Folly Beach County Park (side B),2/21/2017,February,,2c,24.6,0,,
Folly Beach County Park (side B),2/21/2017,February,,2c,85.4,3,,
Folly Beach County Park (side B),2/21/2017,February,,2c,85.5,5,,
Folly Beach County Park (side B),2/21/2017,February,,2c,91.8,5,18,
Folly Beach County Park (side B),2/21/2017,February,,2c,93.9,7,,
Folly Beach County Park (side B),2/21/2017,February,,2c,97.3,5,,
Folly Beach County Park (side B),2/21/2017,February,,2c,112.2,11,17,
Folly Beach County Park (side B),2/21/2017,February,,2d,98.8,,,
Folly Beach County Park (side B),2/21/2017,February,,2d,90.9,4,,
Folly Beach County Park (side B),2/21/2017,February,,2d,90.8,4,,
Folly Beach County Park (side B),2/21/2017,February,,2d,97.9,4,,
Folly Beach County Park (side B),2/21/2017,February,,2d,104.3,10,,Difficult
Folly Beach County Park (side B),2/21/2017,February,,2d,98.5,4,,
Folly Beach County Park (side B),2/21/2017,February,,2d,110.2,14,25,
Folly Beach County Park (side B),2/21/2017,February,,2d,107.4,7,,
Folly Beach County Park (side B),2/21/2017,February,,2d,114,11,27,
Folly Beach County Park (side B),2/21/2017,February,,2d,110,10,45.5,Difficult
Folly Beach County Park (side B),2/21/2017,February,,2d,99.5,11,35,Difficult
Folly Beach County Park (side B),2/21/2017,February,,2e,96.2,,,
Folly Beach County Park (side B),2/21/2017,February,,2e,91.3,,,
Folly Beach County Park (side B),2/21/2017,February,,2e,90.8,,,
Folly Beach County Park (side B),2/21/2017,February,,2e,80.8,,,
Folly Beach County Park (side B),2/21/2017,February,,2e,100.7,,,
Folly Beach County Park (side B),2/21/2017,February,,2e,20.5,0,,
Folly Beach County Park (side B),2/21/2017,February,,2e,83.3,6,,
Folly Beach County Park (side B),2/21/2017,February,,2e,96.7,9,,
Folly Beach County Park (side B),2/21/2017,February,,2e,101.3,10,,
Folly Beach County Park (side B),2/21/2017,February,,2e,96.1,9,28.5,Difficult
Folly Beach County Park (side B),2/21/2017,February,,2e,96.4,9,,
